id	name_en	name_de	polygon_simple
area_de_ni_3	Bremen	Bremen	POLYGON ((8.4815929 53.226461199098104, 8.5339491 53.18685279909581, 8.6199286 53.16693469909476, 8.630613400000001 53.13845949909332, 8.6704666 53.10245659909167, 8.666518300000002 53.0916567990912, 8.7039155 53.08151309909077, 8.7096369 53.04602909908939, 8.7300804 53.03400869908898, 8.7566247 53.03910499908914, 8.7705645 53.05314929908967, 8.7778535 53.03939909908917, 8.8220631 53.02085409908852, 8.8667778 53.021781599088555, 8.866328100000002 53.0407027990892, 8.8929809 53.01418419908831, 8.9158254 53.01103669908821, 8.935912 53.01353379908829, 8.9457816 53.030606599088856, 8.9802151 53.04660089908942, 8.9637339 53.05998869908993, 8.9609864 53.085169099090926, 8.990731799999999 53.09656469909143, 8.9632442 53.10043079909159, 8.9472416 53.116188899092265, 8.9832949 53.125736999092716, 8.9447842 53.15210989909399, 8.9125218 53.13255399909304, 8.9031632 53.13853129909332, 8.863219 53.13142299909299, 8.82926 53.16427649909463, 8.776159700000001 53.158196699094304, 8.741568 53.16404089909462, 8.7289844 53.18060749909549, 8.705552900000002 53.17581729909522, 8.6994273 53.185438299095736, 8.6593758 53.1772201990953, 8.627948 53.19828899909646, 8.5933778 53.18420809909568, 8.5801618 53.19311619909616, 8.5990987 53.2127681990973, 8.5785689 53.21744239909756, 8.5539674 53.207777299096996, 8.517496 53.22854619909821, 8.4815929 53.226461199098104))
area_de_ni_13	Harburg	Harburg	POLYGON ((10.2326189 53.30693229910336, 10.232794099999998 53.306045499103284, 10.2336705 53.305333299103246, 10.234792300000002 53.305333299103246, 10.2351428 53.30508899910324, 10.2368021 53.3046071991032, 10.237292900000002 53.30576619910328, 10.237257900000001 53.30672979910334, 10.2368606 53.30720459910337, 10.235435 53.306673999103346, 10.235248 53.307043999103364, 10.2353999 53.30735119910337, 10.2352948 53.307560699103426, 10.2326189 53.30693229910336))
area_de_ni_30	Landkreis Grafschaft Bentheim	Landkreis Grafschaft Bentheim	POLYGON ((6.6808746 52.55333449908664, 6.7053326 52.521007599087476, 6.6975242 52.486323299088525, 6.7527345 52.46411079908929, 6.8542977 52.45970629908944, 6.8525417 52.44991379908978, 6.9416576 52.43542569909033, 6.9918506 52.46733809908917, 7.0107825 52.42913659909057, 7.036074100000001 52.40266259909162, 7.058728299999999 52.39941019909178, 7.0721536 52.37361129909291, 7.0722555 52.35187919909391, 7.026453600000001 52.29196779909698, 7.0285843 52.273627099097986, 7.0657896000000004 52.24123499909987, 7.101785500000001 52.24345839909973, 7.1210945 52.261075399098694, 7.155637300000001 52.266487799098414, 7.2978157 52.26381029909854, 7.3173127 52.2802324990976, 7.2576476 52.34075259909445, 7.2125181000000005 52.446828399089895, 7.2749246 52.46916319908912, 7.2642731 52.4818166990887, 7.279729299999999 52.495465999088246, 7.2580695 52.507067199087906, 7.285612100000001 52.51592199908764, 7.2645539999999995 52.52422389908741, 7.256269199999999 52.54211889908692, 7.198760499999999 52.538025299087025, 7.1935481 52.54959679908673, 7.162376000000001 52.55688619908655, 7.1423045 52.58770469908587, 7.1097305 52.60206699908561, 7.1089766 52.58890649908586, 7.0685598 52.60492469908554, 7.0490197 52.6065154990855, 7.045408300000001 52.59710849908569, 7.033114199999999 52.6181351990853, 6.995553900000001 52.60619449908552, 7.0022675 52.64181019908496, 6.975615 52.6462577990849, 6.9386032 52.63788529908501, 6.8729324 52.65327359908479, 6.741835100000001 52.6453008990849, 6.710041900000001 52.62786149908515, 6.7272889 52.61492789908535, 6.7187716 52.58863599908585, 6.766692099999999 52.56163689908645, 6.725973500000001 52.563255099086405, 6.7162643000000015 52.54852479908677, 6.6808746 52.55333449908664))
area_de_ni_4	Stadtbremisches Überseehafengebiet	Stadtbremisches Überseehafengebiet	POLYGON ((8.5222183 53.59106299912885, 8.5666388 53.55053859912457, 8.5762085 53.579411499127595, 8.5471921 53.583859199128085, 8.537478100000001 53.59841869912965, 8.5222183 53.59106299912885))
area_de_ni_5	Fehrmoor	Fehrmoor	POLYGON ((8.6425428 53.60896049913084, 8.6571794 53.60304939913018, 8.6581884 53.60925449913087, 8.6425428 53.60896049913084))
area_de_ni_6	Bremerhaven	Bremerhaven	POLYGON ((8.48301 53.6005175991299, 8.5590381 53.53161589912263, 8.5527176 53.51616069912108, 8.5046643 53.49387109911892, 8.4926726 53.472442799116884, 8.5739749 53.48879579911842, 8.6032635 53.48429799911799, 8.6259272 53.49352089911888, 8.652295 53.51596849912107, 8.6393595 53.525887199122046, 8.6467758 53.555598599125084, 8.631109900000002 53.55557099912508, 8.6200536 53.577336999127375, 8.653074500000002 53.60271759913013, 8.6228151 53.60525949913044, 8.5929023 53.593101599129064, 8.535293 53.607032599130626, 8.48301 53.6005175991299), (8.5222183 53.59106299912885, 8.537478100000001 53.59841869912965, 8.5471921 53.583859199128085, 8.5762085 53.579411499127595, 8.5666388 53.55053859912457, 8.5222183 53.59106299912885))
area_de_ni_7	Delmenhorst	Delmenhorst	POLYGON ((8.578655600000001 53.00016889908786, 8.5915975 52.98674189908747, 8.6217096 53.00008599908787, 8.611907100000002 53.008199099088124, 8.6274496 53.01878729908847, 8.6434425 53.00547149908804, 8.6555006 53.00861819908812, 8.6642672 53.0198448990885, 8.6789094 53.01825089908843, 8.683284 53.03554039908904, 8.7115987 53.04419429908934, 8.7088548 53.07591369909057, 8.674607000000002 53.08622449909097, 8.6548229 53.109024899091956, 8.6226181 53.085755399090964, 8.634293400000002 53.076504499090575, 8.5833668 53.05114729908959, 8.582587700000001 53.037602699089106, 8.607888800000001 53.03088449908886, 8.578655600000001 53.00016889908786))
area_de_ni_8	Emden	Emden	POLYGON ((6.9996421 53.360085199107296, 7.0280419 53.336811899105534, 7.224825999999999 53.333281899105266, 7.2988759000000005 53.32020469910431, 7.312423600000001 53.36237509910749, 7.279287199999999 53.37918269910882, 7.2820466 53.396575199110245, 7.2683316 53.40854449911123, 7.2342602 53.39243119910988, 7.208412200000001 53.401739099110664, 7.203147999999999 53.3889674991096, 7.194322400000001 53.39354899910998, 7.182567299999999 53.385453899109315, 7.141039999999999 53.397430399110284, 7.1011739 53.387311599109466, 7.0578723 53.35316109910675, 7.0394279 53.35210419910668, 7.014427800000001 53.378956999108794, 6.9996421 53.360085199107296))
area_de_ni_9	Gifhorn	Gifhorn	POLYGON ((10.258424700000003 52.515887899087645, 10.288865199999998 52.506161099087926, 10.2715351 52.48353559908865, 10.303237599999997 52.458652499089474, 10.288455800000001 52.461986099089344, 10.2835967 52.45170619908972, 10.3585507 52.42432369909076, 10.3861381 52.37102649909303, 10.4251783 52.37883359909267, 10.4141283 52.36791229909317, 10.4248275 52.355277799093756, 10.4035138 52.3521799990939, 10.441782200000002 52.321361199095406, 10.446983300000001 52.33061759909496, 10.485368499999998 52.32213019909537, 10.4927841 52.333432399094804, 10.4775197 52.3358636990947, 10.477023600000003 52.3521383990939, 10.4976926 52.3458511990942, 10.5216408 52.35738309909365, 10.5461635 52.34840259909407, 10.525876400000001 52.33577899909471, 10.5258078 52.32764719909508, 10.5378925 52.32814579909508, 10.5691766 52.35177189909392, 10.617681299999997 52.34608479909421, 10.6168453 52.371731399093, 10.6046129 52.37459559909285, 10.622381000000003 52.38737419909231, 10.6713817 52.3782614990927, 10.6471143 52.444135699090005, 10.673945000000002 52.46257549908934, 10.7361035 52.45001059908979, 10.738356600000001 52.443034599090055, 10.743524400000002 52.46651399908921, 10.7814592 52.49508599908826, 10.795689200000004 52.483383399088645, 10.817233900000002 52.48829589908847, 10.853199700000001 52.47046219908907, 10.875190199999999 52.47454379908893, 10.9052999 52.45981969908942, 10.941555400000002 52.47636939908886, 10.9496567 52.49588709908822, 11.0089687 52.4965205990882, 10.9583109 52.534448299087124, 10.937280100000002 52.567504499086326, 10.939763500000002 52.58955869908583, 10.9756742 52.606795999085506, 10.9769395 52.624061199085205, 10.920460000000002 52.60999309908546, 10.8292541 52.71663389908426, 10.7968382 52.71403499908426, 10.791766400000002 52.747794499084165, 10.756195999999997 52.78290369908418, 10.7592588 52.79582149908426, 10.692950399999999 52.781692199084205, 10.670154200000002 52.76435909908417, 10.634515499999997 52.772426999084175, 10.5566567 52.8305509990845, 10.532684299999998 52.834163499084525, 10.4592079 52.809169899084324, 10.44435 52.81561849908438, 10.3958639 52.77543669908418, 10.4034602 52.75891529908417, 10.365402500000002 52.72838949908421, 10.3785659 52.69469439908438, 10.3673747 52.69188359908441, 10.385189000000002 52.68981889908442, 10.4060832 52.65745569908476, 10.379862600000001 52.63283929908509, 10.417199200000002 52.606517499085506, 10.3814042 52.571869199086215, 10.4108756 52.57282219908617, 10.410546800000002 52.563942199086384, 10.396638900000001 52.564934099086365, 10.391977799999998 52.55440119908662, 10.380055500000003 52.55930359908649, 10.384673 52.54669599908679, 10.3550253 52.56242009908641, 10.3378153 52.53966559908697, 10.3046594 52.53373009908713, 10.3062043 52.52238039908744, 10.2822889 52.52798459908731, 10.2840898 52.5168078990876, 10.258424700000003 52.515887899087645))
area_de_ni_12	Harburg	Harburg	POLYGON ((9.5614579 53.340736899105806, 9.6016492 53.299843699102844, 9.604072899999998 53.28854499910208, 9.589770100000003 53.291565599102285, 9.6036185 53.23986139909894, 9.623644599999999 53.22707099909812, 9.7269187 53.2163055990975, 9.753072800000002 53.19870869909648, 9.7987129 53.18679919909582, 9.851301499999998 53.21017359909714, 9.9133983 53.17373319909512, 9.989881399999998 53.17767409909532, 9.998767199999998 53.15914219909436, 10.048709599999999 53.150559399093915, 10.0752228 53.12912099909288, 10.1000868 53.13718119909327, 10.1113996 53.17028149909495, 10.1679946 53.18932759909596, 10.181699599999998 53.18020669909545, 10.199740700000001 53.18673409909582, 10.2057209 53.181049799095504, 10.234141000000001 53.193187399096175, 10.236373100000002 53.20687589909696, 10.210552800000002 53.226451799098086, 10.196229600000002 53.22418999909795, 10.195239600000003 53.23854009909885, 10.2056841 53.235064399098626, 10.212174000000003 53.25179069909966, 10.2288348 53.247772799099415, 10.257927 53.26058319910024, 10.240623 53.27138679910092, 10.2600541 53.28878319910209, 10.2426781 53.284423999101804, 10.211829700000001 53.29360359910241, 10.2261629 53.31361089910384, 10.256927100000002 53.31563989910398, 10.265535499999999 53.33278269910524, 10.2940738 53.32791869910487, 10.3234247 53.3339301991053, 10.3232091 53.360032499107284, 10.3661117 53.36009779910731, 10.366282899999998 53.370814499108135, 10.4400923 53.35526659910692, 10.4349749 53.363648499107576, 10.4713738 53.380352699108904, 10.3744429 53.425108099112634, 10.330948999999999 53.424866899112615, 10.309357699999998 53.43343779911337, 10.2580895 53.41758039911199, 10.237398000000002 53.39611169911019, 10.1735499 53.39698129911025, 10.051615800000002 53.463910599116105, 10.0453939 53.446399799114516, 10.0222494 53.4475574991146, 10.0146452 53.44201819911411, 10.0292108 53.43529879911352, 9.9833463 53.41461389911175, 9.9438393 53.42945349911301, 9.9421349 53.421019799112294, 9.9107751 53.41407519911167, 9.9229282 53.436361399113615, 9.904301500000003 53.456720699115436, 9.8688964 53.444558699114346, 9.8618269 53.42961669911302, 9.7998057 53.4694328991166, 9.802776299999998 53.493841799118904, 9.7819952 53.492318499118774, 9.7688507 53.50530319911999, 9.7646924 53.49477439911899, 9.7384571 53.49078629911861, 9.7712056 53.48030909911763, 9.7832448 53.44048969911398, 9.740575899999998 53.43782469911374, 9.705426600000001 53.41573809911184, 9.6519541 53.409726499111336, 9.6466481 53.39460419911008, 9.6196904 53.38608999910936, 9.6194186 53.36735209910787, 9.6025622 53.36913389910801, 9.5614579 53.340736899105806))
area_de_ni_14	Heidekreis	Heidekreis	POLYGON ((9.3168828 52.75961869908414, 9.341074300000002 52.75216729908415, 9.331272000000002 52.73800289908419, 9.3449029 52.73870879908415, 9.350216600000001 52.72574719908421, 9.3245582 52.722633599084205, 9.332237300000001 52.715018099084276, 9.3483266 52.714744499084254, 9.3700331 52.735993199084184, 9.422644100000001 52.72436169908422, 9.480626600000003 52.72718729908422, 9.481166299999998 52.704975099084315, 9.5118077 52.701706599084346, 9.5041047 52.67901599908451, 9.525214000000002 52.660315799084714, 9.5425274 52.66327709908468, 9.539608700000002 52.671414199084595, 9.5914727 52.67548789908456, 9.585248799999999 52.664536099084664, 9.5991649 52.646744199084885, 9.6611885 52.633262999085076, 9.6421554 52.633880799085055, 9.6348577 52.625488699085196, 9.643189599999998 52.60613289908552, 9.6987932 52.60008679908564, 9.7117402 52.63428919908506, 9.7284205 52.63371319908508, 9.7459743 52.65210019908481, 9.7260778 52.706428999084316, 9.7611103 52.71553109908424, 9.7511886 52.7323341990842, 9.8312592 52.74625759908417, 9.8290346 52.7800783990842, 9.8160576 52.781836399084185, 9.8323736 52.8301060990845, 9.858303600000001 52.8409582990846, 9.839129399999997 52.872558799085, 9.8643493 52.886420199085215, 9.8638118 52.90044489908542, 9.8823984 52.90536929908553, 9.8698674 52.897206099085395, 9.8902308 52.90079849908546, 9.893016200000002 52.89107759908529, 9.945085899999999 52.89154109908529, 9.9751146 52.86698599908489, 10.0705711 52.90623649908556, 10.1187711 52.89757919908542, 10.1176851 52.91241459908568, 10.1563718 52.91646739908576, 10.1632957 52.93660409908619, 10.1917334 52.92999299908602, 10.1904107 52.92277979908588, 10.2367474 52.93608149908617, 10.2162854 53.007483299088086, 10.1576646 53.0137373990883, 10.1552716 53.02717769908874, 10.218297200000002 53.02410579908863, 10.2117872 53.06765329909022, 10.199375100000001 53.066399899090186, 10.199078299999998 53.078671299090665, 10.1691692 53.072029599090385, 10.1538193 53.05673929908979, 10.165601900000002 53.04199289908924, 10.1507721 53.036474499089074, 10.1458469 53.04685259908945, 10.0686499 53.043381599089315, 10.037199500000003 53.06179839908999, 10.0457491 53.06938959909027, 10.060221 53.061832499089974, 10.0768863 53.06585409909015, 10.0636063 53.07279629909041, 10.1183592 53.1057089990918, 10.048709599999999 53.150559399093915, 9.998767199999998 53.15914219909436, 10.0007937 53.173643599095115, 9.9570404 53.18087459909549, 9.9133983 53.17373319909512, 9.851301499999998 53.21017359909714, 9.7987129 53.18679919909582, 9.753072800000002 53.19870869909648, 9.7271766 53.216236599097506, 9.6823856 53.21946109909765, 9.7178245 53.179070799095406, 9.7581484 53.16666529909475, 9.723237900000003 53.156548299094226, 9.6720042 53.16114709909448, 9.673415900000002 53.136685299093244, 9.6459771 53.1441123990936, 9.651337300000002 53.136689199093226, 9.6252892 53.11488129909221, 9.646137700000002 53.089894499091145, 9.626963 53.06012079908994, 9.608218799999998 53.054377599089726, 9.614913199999998 53.03873019908914, 9.6744961 53.020920399088524, 9.679971299999998 53.01347819908829, 9.6539805 52.99650999908775, 9.6799776 52.98995689908756, 9.6607546 52.98197969908734, 9.678175 52.98145779908731, 9.6285789 52.95453369908658, 9.6041727 52.955017499086615, 9.585868100000003 52.92517689908592, 9.560622700000001 52.92494969908592, 9.5613635 52.93720329908618, 9.5402026 52.95127569908652, 9.511901000000002 52.94864679908646, 9.5041213 52.935521299086155, 9.4683539 52.93007379908604, 9.451594000000004 52.91156269908566, 9.415647600000002 52.89995779908544, 9.4134209 52.87915119908509, 9.3754014 52.85037849908469, 9.3903215 52.83286969908452, 9.3676354 52.82138689908444, 9.3433524 52.826495099084475, 9.3303606 52.81644639908437, 9.3605811 52.802438099084284, 9.340305300000002 52.80113419908428, 9.3491951 52.77825019908417, 9.3367008 52.77326789908417, 9.343314 52.78349409908419, 9.330418 52.777276799084184, 9.3168828 52.75961869908414))
area_de_ni_15	Landkreis Ammerland	Landkreis Ammerland	POLYGON ((7.699109499999999 53.20851249909704, 7.721220200000001 53.17702609909529, 7.7749029 53.171239799094984, 7.7909033999999995 53.17899799909539, 7.853753700000002 53.16361379909458, 7.8399758 53.14120619909344, 7.8847875 53.10945059909198, 7.900626 53.119766099092445, 7.9476597 53.09620859909141, 7.939806700000001 53.08716819909102, 7.965249900000001 53.084904899090915, 7.964316599999999 53.07569269909057, 8.016173 53.07362529909048, 8.0511461 53.059531699089916, 8.0714495 53.089968399091134, 8.1298771 53.1077202990919, 8.1451786 53.149746999093885, 8.1682559 53.169507799094895, 8.1592615 53.17406009909514, 8.20339 53.20476169909683, 8.2774516 53.188906399095934, 8.315731900000001 53.1969588990964, 8.2957594 53.23866039909884, 8.2780794 53.23538159909862, 8.291837700000002 53.244721299099226, 8.2733467 53.261899199100306, 8.2777026 53.28473889910182, 8.2518651 53.30653159910333, 8.208830800000001 53.30324279910312, 8.190306799999998 53.321110199104375, 8.1706966 53.32050079910433, 8.1738129 53.35415399910683, 8.1259789 53.330003399105024, 8.0631982 53.342111099105914, 8.0304477 53.310350899103604, 7.9705616 53.30455629910319, 7.961376200000001 53.33025449910504, 7.945958800000001 53.3256914991047, 7.8854291 53.35189889910668, 7.8503085 53.29394699910244, 7.760361800000001 53.24165089909902, 7.7019605 53.22289409909789, 7.699109499999999 53.20851249909704))
area_de_ni_16	Baltrum	Baltrum	POLYGON ((7.358959700000001 53.726178699144846, 7.4406231 53.71522789914347, 7.430126900000001 53.73407089914588, 7.3926368 53.73743559914626, 7.358959700000001 53.726178699144846))
area_de_ni_19	Ostfriesland	Ostfriesland	POLYGON ((6.8650037 53.6644413991372, 6.9587673 53.66604939913743, 6.985306 53.67561369913857, 6.9959461 53.67039179913794, 7.104981000000001 53.68360349913952, 7.0694039 53.688599599140154, 6.8720209 53.67759279913881, 6.8650037 53.6644413991372))
